Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
23363;EMPRESAS PUBLICAS DE SAN ANDRES DE CUERQUIA SA ESP;ANTIOQUIA;SAN ANDRES DE CUERQUIA;27496;AGUAS VIVAS;4|DATO INCORRECTO;1/11/2003;22/11/2017;2012;2/10/2013;Municipio;3.98033615;-76.21435089;1652;1/11/2003;11/03/2020;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;2000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;DORA DE JESUS SERNA ORREGO;8618110;empusac.sa.esp@gmail.com
26544;AGUAS MOCOA SA ESP;PUTUMAYO;MOCOA;27573;PLANTA DE MANEJO INTEGRAL DE RESIDUOS SOLIDOS;1|EN OPERACION;20/04/2009;11/02/2014;2013;29/04/2014;Municipio;3.98033615;-76.21435089;692;20/04/2009;31/12/2015;96;1860;3;SI;NO;SI;SI;NO;Arcilla;SI;Arcilla;NO;SI;0.8;14000;6336;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;21;NO;NO;ND;ND;0.4;0.4;FERNEY GEOVANNI LUCERO CUARAN;0;aguasmocoa@aguasmocoa.gov.co
20341;INGENIERIA;CASANARE;AGUAZUL;27613;CERES;1|EN OPERACION;1/08/2011;24/10/2013;2011;24/10/2013;Empresa;3.98033615;-76.21435089;240;1/08/2011;19/12/2027;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;146000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;CARLOS ALBERTO ZABALETA BARRETO;6681812;gerenciageneral1@residuosimec.com
20174;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN FRANCISO-ANTIOQUIA;ANTIOQUIA;SAN FRANCISCO;27655;EL PAJUI;1|EN OPERACION;5/01/1998;28/10/2013;2011;16/01/2014;Municipio;3.98033615;-76.21435089;1300;5/01/1998;3/11/2017;86;1840;3;SI;SI;SI;NO;NO;Tierra;SI;Tierra;NO;SI;118;1506.8;4506;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo y Pasivo;7;NO;NO;ND;ND;0.02;0.02;LUIS EMIGDIO ESCOBAR VILLEGAS;8323236;planeacionsanfco@gmail.com
22646;EMPRESAS PUBLICAS DE AIPE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;HUILA;NEIVA;27657;LOS ANGELES;1|EN OPERACION;3/05/1993;28/10/2013;2009;31/08/2015;Municipio;3.98033615;-76.21435089;501;ND;30/12/2040;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;2014.3;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;1578.8;1578.8;DIEGO FERNANDO CHARRY DIAZ;8389704;epasaesp@hotmail.com
22877;EMPRESA DE SERVICIOS PUBLICOS DE SAN PEDRO DE CARTAGO  SA;NARINO;SAN PEDRO DE CARTAGO;27873;RELLENO CANCHALA;1|EN OPERACION;9/09/2013;8/11/2013;2012;8/11/2013;Municipio;3.98033615;-76.21435089;2048;9/09/2013;30/10/2021;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;5.17;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;SANDRA PATRICIA MACUASE ANGULO;7264797;espsanpedrodecartago@gmail.com
22747;ADMINISTRACI”N P˜BLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BçSICO DE LINARES;NARINO;LINARES;27894;MADRE SELVA;1|EN OPERACION;3/03/2009;10/11/2013;2009;10/11/2013;Municipio;3.98033615;-76.21435089;1250;3/03/2009;10/11/2024;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;2814;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;EDWIN JOSE LOPEZ CORAL;3148802;empolinares@hotmail.com
22770;EMPRESA DE SERVICIOS PUBLICOS DE PRADO S.A. E.S.P.;TOLIMA;PRADO;27913;LAS NUBES ;1|EN OPERACION;11/11/2009;12/11/2013;2010;19/09/2014;Municipio;3.98033615;-76.21435089;1;11/11/2009;7/11/2019;0;0;0;NO;NO;NO;NO;NO;ND;NO;No aplica;NO;NO;ND;3.5;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;ND;ND;FABIO PRECIADO SANCHEZ;2277044;emserprado@hotmail.com
20025;MUNICIPIO DE MARMATO;CALDAS;MANIZALES;28154;LA ESMERALDA;1|EN OPERACION;20/09/1999;7/12/2013;2009;7/12/2013;Empresa;3.98033615;-76.21435089;3050;20/09/1999;20/09/2019;240;0;0;SI;SI;SI;SI;NO;Otro;SI;No aplica;SI;SI;0;0;0;Relleno sanitario;ordinarios-hospitalarios-industriales-peligrosos-escombros-poda de arboles y cesped;SI;0;0;0;0;0;0;0;0;20/09/1999;Activo y Pasivo;0;SI-aprovechamiento del biogas;SI-aprovechamiento del biogas;0;0;0;0;JULIO VARGAS CHICA;8598170;marmatocaldas@hotmail.com
20025;MUNICIPIO DE MARMATO;CALDAS;MARMATO;28157;LA ESMERALDA;1|EN OPERACION;20/09/1999;7/12/2013;2012;7/12/2013;Empresa;3.98033615;-76.21435089;3050;20/09/1999;20/09/2019;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JULIO VARGAS CHICA;8598170;marmatocaldas@hotmail.com
22137;EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.;CALDAS;MARQUETALIA;28213;VEREDA LA VEGA;1|EN OPERACION;1/02/2008;11/12/2013;2012;11/12/2013;Municipio;3.98033615;-76.21435089;1.547.437;1/02/2008;3/12/1996;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;LUZ ESTRELLA SOTO CIRO;8567545;serviorienteesp@gmail.com
22137;EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.;CALDAS;MARQUETALIA;28254;VEREDA LA VEGA;1|EN OPERACION;1/02/1996;16/12/2013;2012;2/12/2017;Municipio;3.98033615;-76.21435089;1547;1/02/1996;31/07/2014;120;19000;46.5;SI;NO;SI;SI;NO;Arcilla;SI;Tierra;NO;NO;ND;248727;244;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;50;2;2;18;5;4;9;10;20/10/2012;Activo;4;NO;NO;ND;ND;2;2;LUZ ESTRELLA SOTO CIRO;8567545;serviorienteesp@gmail.com
22137;EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.;CALDAS;MARQUETALIA;28293;VEREDA LA VEGA;1|EN OPERACION;1/02/1996;18/12/2013;2012;2/12/2017;Municipio;3.98033615;-76.21435089;1547;1/02/1996;3/12/1996;0;0;0;SI;NO;SI;SI;NO;Ninguno;SI;Tierra;NO;NO;ND;248727;0;Relleno sanitario;ND;SI;0;0;0;0;0;0;0;0;20/10/2012;Activo;0;NO;NO;ND;ND;0;0;LUZ ESTRELLA SOTO CIRO;8567545;serviorienteesp@gmail.com
22137;EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.;CALDAS;MARQUETALIA;28294;VEREDA LA VEGA;1|EN OPERACION;1/02/1996;18/12/2013;2012;2/12/2017;Municipio;3.98033615;-76.21435089;1547;1/02/1996;3/12/1996;0;0;0;SI;NO;SI;SI;NO;Ninguno;SI;Tierra;NO;NO;ND;248727;0;Relleno sanitario;ND;SI;0;0;0;0;0;0;0;0;20/10/2012;Activo;0;NO;NO;ND;ND;0;0;LUZ ESTRELLA SOTO CIRO;8567545;serviorienteesp@gmail.com
23310;EMPRESAS PUBLICAS DE JERICO ANTIOQUIA S.A E.S.P;ANTIOQUIA;JERICO;28314;RELLENO SANITARIO MARIPOSAS AMARILLAS;3|INACTIVO;24/11/2011;25/03/2014;2012;26/12/2013;Municipio;3.98033615;-76.21435089;1950;30/04/2010;4/11/2015;84;1800;5;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;SI;1.7;10400;5000;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;NO;NO;ND;ND;0.01;0;LUZ ALICIA MONCADA SUAREZ;8523101;eeppj@hotmail.com
23310;EMPRESAS PUBLICAS DE JERICO ANTIOQUIA S.A E.S.P;ANTIOQUIA;JERICO;28315;RELLENO SANITARIO MARIPOSAS AMARILLAS;3|INACTIVO;24/11/2011;25/03/2014;2012;26/12/2013;Municipio;3.98033615;-76.21435089;1950;30/04/2010;4/11/2015;84;1800;5;SI;NO;SI;SI;NO;Sintetico;SI;Tierra;NO;SI;1.7;10400;5000;Relleno sanitario;ordinarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;NO;NO;ND;ND;0.01;0;LUZ ALICIA MONCADA SUAREZ;8523101;eeppj@hotmail.com
2356;EMPRESA DE SERVICIOS P˜BLICOS DE GRANADA;ANTIOQUIA;GRANADA;28333;RELLENO SANITARIO MUNICIPIO DE GRANADA;1|EN OPERACION;2/01/2012;17/02/2014;2016;20/10/2018;Municipio;3.98033615;-76.21435089;2272;1/01/2012;29/12/2030;240;7125;0.8;SI;NO;SI;SI;NO;Sintetico;SI;Limo;NO;SI;0.45;35969;5700;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;14.6;0.6;0.9;12.7;4.9;0.5;0;75.8;26/05/2015;Activo y Pasivo;12;NO;NO;ND;ND;0.07;0.07;DUBIAN FREDY GOMEZ GIRALDO;8320939;espgranada@yahoo.es
2356;EMPRESA DE SERVICIOS P˜BLICOS DE GRANADA;ANTIOQUIA;GRANADA;28334;RELLENO SANITARIO MUNICIPIO DE GRANADA;1|EN OPERACION;2/01/2012;17/02/2014;2016;20/10/2018;Municipio;3.98033615;-76.21435089;2272;1/01/2012;29/12/2030;240;7125;0.8;SI;NO;SI;SI;NO;Sintetico;SI;Limo;NO;SI;0.45;35969;5700;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;14.6;0.6;0.9;12.7;4.9;0.5;0;75.8;26/05/2015;Activo y Pasivo;12;NO;NO;ND;ND;0.07;0.07;DUBIAN FREDY GOMEZ GIRALDO;8320939;espgranada@yahoo.es
22745;EMPRESA DE SERVICIOS PUBLICOS DOMICILIAMRIOS DEL MUNICIPIO DE SABANALARGA S.A E.S.P ;ANTIOQUIA;SABANALARGA;28353;RELLENO MUNICIPAL DEL SABANALARGA;1|EN OPERACION;2/10/2000;30/08/2017;2011;29/08/2019;Municipio;3.98033615;-76.21435089;905;2/10/2000;28/05/2013;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;No aplica;NO;NO;0;10806;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;0;ND;ND;ND;ND;0;0;PABLO ARTURO  CORREA  URAN ;8554032;serviciospublicos@sabanalarga-antioquia.gov.co
23059;ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO ALCANTARILLADO Y ASEO DE SOTOMAYOR;NARINO;LOS ANDES;28393;RELLENO SANITARIO EL CREDO;1|EN OPERACION;8/09/2008;2/01/2014;2010;2/01/2014;Municipio;3.98033615;-76.21435089;1528;8/09/2008;31/12/2030;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;6125;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;FRANCISCO PARMENIO ROJAS ALVAREZ;8183337;emposotomayor2009@gmail.com
2389;EMPRESAS PUBLICAS MUNICIPALES DE SOPETRAN E.S.P ;ANTIOQUIA;DONMATIAS;28415;PARQUE AMBIENTAL LA PRADERA;1|EN OPERACION;3/07/2002;7/01/2014;2013;7/01/2014;Otro;3.98033615;-76.21435089;1143;3/07/2002;9/04/2015;48;22800;15;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;15;1500000;1500000;Relleno sanitario;ordinarios-industriales-peligrosos-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo y Pasivo;8;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);5;60;6;6;ADRIAN ESTEBAN QUICENO FLOREZ;8542747;epmsopetran@hotmail.com
311;ALCALDIA MUNICIPIO DE LA CRUZ;NARINO;PASTO;28553;RELLENO SANITARIO ANTANAS;1|EN OPERACION;8/12/1996;18/02/2014;2006;18/02/2014;Otro;3.98033615;-76.21435089;0;8/12/1996;6/09/1930;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;2000000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ALEXANDER REALPE RUBIO;7266109;alcaldia.cruz@hotmail.com
26115;EMPRESA DE SOLUCIONES AMBIENTALES PARA COLOMBIA S.A E.S.P.;SANTANDER;SAN GIL;28573;EL CUCHARO;1|EN OPERACION;17/05/2012;12/03/2014;2012;16/06/2016;Empresa;3.98033615;-76.21435089;1114;17/05/2012;15/01/2023;132;800;4;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;0.8;250000;514.19;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;3;NO;NO;ND;ND;0.02;0.02;JHONNATHAN VESGA PALOMINO;7273772;empsacol@hotmail.com
2745;UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAMANA;CALDAS;SAMANA;28593;EL EDEN;1|EN OPERACION;21/06/2007;17/03/2014;2013;17/03/2014;Municipio;3.98033615;-76.21435089;1460;21/06/2007;13/07/2042;360;5;1;SI;NO;SI;SI;NO;Tierra;SI;Tierra;NO;NO;ND;15506;15506;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;ALFREDO ODACID VALENCIA DOVALE;8658351;alcaldiasamana@gmail.com
21819;ADMINISTRACION PUBLICA COOPERATIVA EMPRESA DE SERVICIOS PUBLICOS DEL RIO E.S.P.;MAGDALENA;SALAMINA;28633;RELLENO SANITARIO SALAMINA;1|EN OPERACION;1/11/2009;27/03/2014;2013;3/04/2014;Municipio;3.98033615;-76.21435089;12;1/11/2009;28/11/2038;360;8135;3;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;0.09;7743;764.6;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo y Pasivo;12;NO;NO;ND;ND;0.03;0.03;CARMEN LUCILA MERCADO OROZCO;3042566;eaaasalaminamgd@hotmail.com
21819;ADMINISTRACION PUBLICA COOPERATIVA EMPRESA DE SERVICIOS PUBLICOS DEL RIO E.S.P.;MAGDALENA;EL PINON;28634;RELLENO SANITARIO SALAMINA;1|EN OPERACION;1/11/2009;27/03/2014;2013;3/04/2014;Municipio;3.98033615;-76.21435089;12;1/11/2009;28/11/2038;360;8135;3;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;0.09;7743;764.6;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;12;NO;NO;ND;ND;0.03;0.03;CARMEN LUCILA MERCADO OROZCO;3042566;eaaasalaminamgd@hotmail.com
23074;EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ;ANTIOQUIA;BETULIA;28653;  LA FLORIDA;3|INACTIVO;1/01/2009;3/06/2014;2012;26/06/2014;Municipio;3.98033615;-76.21435089;1461;1/01/2003;31/12/2011;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;9613;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;PAULA ANDREA MAYA ORTIZ;8436678;spdbetulia@gmail.com
25662;EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE S.A.S ESP;ANTIOQUIA;GUADALUPE;28713;EL PLACER;1|EN OPERACION;2/01/2010;13/07/2016;2012;16/05/2016;Municipio;3.98033615;-76.21435089;1875;2/01/2010;1/08/1934;312;9753;0;SI;SI;SI;SI;NO;Arcilla;SI;Tierra;NO;NO;ND;3102;2800;Relleno sanitario;ordinarios-hospitalarios-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;DAISSY BAENA HERNANDEZ;8616115;uspguadalupe@gmail.com
2044;INTERASEO S.A.S.  E.S.P.;LA GUAJIRA;FONSECA;28773;RELLENO SANITARIO DE FONSECA;1|EN OPERACION;24/10/2011;23/04/2014;2015;29/04/2020;Municipio;3.98033615;-76.21435089;193.37;24/10/2011;22/06/2038;331;4050;3.5;SI;SI;SI;SI;NO;ND;NO;Limo;SI;SI;1;998778;797146;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;12;ND;ND;ND;ND;ND;ND;JUAN MANUEL GOMEZ MEJIA;4346234;notificaciones@interaseo.com.co
23074;EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ;ANTIOQUIA;BETULIA;28793;LA FLORIDA;3|INACTIVO;1/01/2009;3/06/2014;2012;26/06/2014;Municipio;3.98033615;-76.21435089;1461;1/01/2003;31/12/2011;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;9613;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;PAULA ANDREA MAYA ORTIZ;8436678;spdbetulia@gmail.com
23074;EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ;ANTIOQUIA;BETULIA;28794;LA FLORIDA;3|INACTIVO;1/01/2009;3/06/2014;2012;26/06/2014;Municipio;3.98033615;-76.21435089;1461;3/01/2003;31/12/2011;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;9613;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;PAULA ANDREA MAYA ORTIZ;8436678;spdbetulia@gmail.com
22408;ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE SANTACRUZ;NARINO;PASTO;28973;RELLENO SANITARIO ANTANAS;1|EN OPERACION;20/04/2006;4/06/2014;2013;4/06/2014;Municipio;3.98033615;-76.21435089;2.766.929;20/04/2006;31/12/2027;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;3433237;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;MONICA GENIT BERNAL CUARAN;8185213;EMPOVIDASANTACRUZ@GMAIL.COM
26785;CIUDAD LIMPIA NEIVA S.A E.S.P;HUILA;NEIVA;28994;RELLENO SANITARIO LOS ANGELES;1|EN OPERACION;13/04/2009;9/06/2014;2016;12/04/2017;Otro;3.98033615;-76.21435089;498;13/04/2009;26/12/2016;148;258100;12.22;SI;SI;SI;SI;NO;Sintetico;SI;Limo;SI;SI;1.22;3153853;2214052.2;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;SI;73.91;0.5;0.28;14.05;1.23;1.93;0;8.09;17/10/2015;Pasivo;31;NO;NO;ND;ND;0.64;0;EDGAR GOMEZ OSORIO;8766224;sui@ciudadlimpia.com.co
25966;EMPRESAS PUBLICAS DE EL DONCELLO S.A.E.S.P.;CAQUETA;EL DONCELLO;29093;EL BOSQUE;1|EN OPERACION;1/12/2010;30/06/2014;2012;2/04/2016;Municipio;3.98033615;-76.21435089;373;1/12/2010;29/10/2027;210;2242;6;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;NO;SI;0.5;200;99000;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;65;2;2;11;2;5;13;0;24/10/2012;Activo;0;SI-reduccion de emisiones (quema);SI-reduccion de emisiones (quema);0;0;0.13;0.13;JESUS ANDRES IRIARTE  SANTACRUZ;0;EPDSAESPELDONCELLO@GMAIL.COM
171;OFICINA SERVICIOS PUBLICOS EL PEãON - CUNDINAMARCA;CUNDINAMARCA;BOJACA;29216;RELLENO SANITARIO NUEVO MONDOãEDO;1|EN OPERACION;3/06/2005;25/07/2014;2012;25/07/2014;Empresa;3.98033615;-76.21435089;2655;3/06/2005;3/06/1930;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;53;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;GUSTAVO ADOLFO MOJICA VARGAS;5209401;alcaldia@elpenon-cundinamarca.gov.co
26171;MUNICIPIO DE PROVIDENCIA Y SANTA CATALINA ISLAS;ARCHIPIELAGO DE SAN ANDRES;PROVIDENCIA;29234;BLUE LIZARD;1|EN OPERACION;27/10/1999;30/07/2014;2012;31/07/2014;Municipio;3.98033615;-76.21435089;36;27/10/1999;31/12/2013;108;15000;10;SI;SI;SI;SI;NO;Tierra;SI;Arcilla;NO;SI;0.7;23086;23086;Relleno sanitario;ordinarios-;SI;12.66;12.33;18.59;15.67;8.22;12.37;8.65;11.5;10/08/2004;Pasivo;0;NO;NO;ND;ND;0.4;0.4;JORGE NORBERTO GARI HOOKER;5149089;alcaldia@providencia-sanandres.gov.co
25527;EMPRESAS PUBLICAS MUNICIPALES DE BETANIA S.A E.S.P ;ANTIOQUIA;BETANIA;29294;LAS MERCEDES;1|EN OPERACION;1/08/2008;21/08/2014;2009;21/08/2014;Municipio;3.98033615;-76.21435089;1572;1/08/2008;15/07/2015;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ANDRES MAURICIO ALVAREZ CANO;8435055;serviciospublicos@betania-antioquia.gov.co
25527;EMPRESAS PUBLICAS MUNICIPALES DE BETANIA S.A E.S.P ;ANTIOQUIA;BETANIA;29295;LAS MERCEDES;1|EN OPERACION;1/08/2008;21/08/2014;2009;21/08/2014;Municipio;3.98033615;-76.21435089;1572;1/08/2008;15/07/2015;204;0;0;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;4;5712;5040;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;500;0;ANDRES MAURICIO ALVAREZ CANO;8435055;serviciospublicos@betania-antioquia.gov.co
25710;EMPRESA DE SERVICIOS PUBLICOS DE LEIVA ESP SAS;NARINO;LEIVA;29313;CANAVERAL;1|EN OPERACION;1/01/2006;21/08/2014;2013;21/08/2014;Municipio;3.98033615;-76.21435089;1580;1/01/2006;27/05/2040;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;1093;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;VICTOR HUGO ORTEGA SILVA;7502120;esp.leiva.sas@gmail.com
25671;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO - SANTA HELENA A.A.A.  S.A. - E.S.P;SANTANDER;SANTA HELENA DEL OPON;29353;EL BOSQUE;1|EN OPERACION;25/04/2011;26/08/2014;2011;26/08/2014;Municipio;3.98033615;-76.21435089;1086;25/04/2011;11/07/2023;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;1500;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;LUIS JESUS  FLOREZ ARENAS ;0;aaa.santahelena@yahoo.es
23428;AGUAS DE PUERTO WILCHES S.A.S.E.S.P;SANTANDER;PUERTO WILCHES;29396;KILOMETRO TRES;1|EN OPERACION;1/04/2005;5/09/2014;2012;2/02/2015;Municipio;3.98033615;-76.21435089;60;1/04/2005;1/03/2010;0;0;0;NO;NO;NO;NO;NO;Tierra;SI;No aplica;NO;NO;ND;5000000;0;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;JANEXI ALCOSER NARVAEZ;6132179;aguasdepuertowilchessasesp@yahoo.es
23138;AGUAS LA CRISTALINA S.A. E.S.P.;PUTUMAYO;VILLAGARZON;29555;RELLENO SANITARIO VILLA SANTANA;1|EN OPERACION;26/03/1999;30/09/2014;2015;15/08/2019;Municipio;3.98033615;-76.21435089;580;26/03/1999;31/12/2019;25194;1057.82;4.5;NO;SI;SI;SI;NO;ND;NO;Arcilla;SI;SI;4.51;30730.15;240;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;4;ND;ND;ND;ND;ND;ND;MARITZA JINETH IBARRA TIRADO;4285075;aguaslacristalinaesp@yahoo.com.co
